PRD0901281;2597
PRD0901280;1746
PRD0904306;3759
PRD0901279;278
PRD0904304;481
PRD0904305;1330
PRD0904308;889
PRD0904309;3786
PRD0901272;3645
PRD0901271;1956
PRD0901274;3347
PRD0901276;1224
PRD0901278;553
PRD0901277;1050
PRD0904301;3004
PRD0901290;3617
PRD0901292;802
PRD0901291;1794
PRD0904318;1176
PRD0904315;2990
PRD0904316;2871
PRD0904319;534
PRD0901283;1489
PRD0904310;2888
PRD0901282;3120
PRD0901285;2273
PRD0901284;3784
PRD0901287;738
PRD0901286;906
PRD0904311;817
PRD0901289;3083
PRD0901288;892
PRD0902590;1054
PRD0901258;2254
PRD0901257;2754
PRD0902588;2066
PRD0901259;1107
PRD0902589;2406
PRD0902582;1887
PRD0901250;2313
PRD0902583;1203
PRD0901252;3503
PRD0902580;3555
PRD0902581;2220
PRD0901251;2910
PRD0902586;1331
PRD0901254;2589
PRD0901253;456
PRD0902587;800
PRD0901256;2300
PRD0902584;2521
PRD0901255;152
PRD0902585;1592
PRD0901270;916
PRD0901269;3149
PRD0901268;3705
PRD0902599;1553
PRD0901261;2447
PRD0902594;1832
PRD0901263;3206
PRD0901262;1658
PRD0902592;3697
PRD0901265;126
PRD0902597;1945
PRD0902598;249
PRD0901264;2441
PRD0902595;2522
PRD0902596;904
PRD0903899;3028
PRD0902569;1246
PRD0901235;3700
PRD0902566;911
PRD0901238;1349
PRD0903897;3538
PRD0903898;723
PRD0901237;2741
PRD0901239;2213
PRD0903891;685
PRD0902560;1733
PRD0902561;308
PRD0901230;432
PRD0903890;1639
PRD0902564;2698
PRD0903896;1232
PRD0902565;1719
PRD0901231;2071
PRD0902562;2745
PRD0903893;3219
PRD0901233;2201
PRD0902563;2345
PRD0902579;2950
PRD0901247;3442
PRD0901246;3501
PRD0901249;3569
PRD0902577;3646
PRD0901248;1034
PRD0902578;2588
PRD0902571;2460
PRD0901241;1941
PRD0902570;919
PRD0901240;2988
PRD0902575;2619
PRD0901243;3139
PRD0901242;524
PRD0902576;610
PRD0902573;1085
PRD0903877;267
PRD0901214;997
PRD0902546;2627
PRD0903878;1088
PRD0902547;3425
PRD0901216;1187
PRD0902544;2316
PRD0903875;2327
PRD0903876;1816
PRD0901215;3696
PRD0902545;3703
PRD0901218;848
PRD0902548;3517
PRD0903879;3662
PRD0901219;73
PRD0902549;2133
PRD0903870;3581
PRD0902542;470
PRD0901210;3621
PRD0903874;3224
PRD0902540;91
PRD0901212;1244
PRD0902541;706
PRD0901211;1915
PRD0903872;3515
PRD0901225;361
PRD0903888;2535
PRD0902557;3597
PRD0902558;499
PRD0901224;2373
PRD0903889;2626
PRD0902555;540
PRD0901227;3133
PRD0903886;3210
PRD0901226;325
PRD0902556;1993
PRD0901229;604
PRD0901228;117
PRD0902559;1202
PRD0903881;3277
PRD0903884;2512
PRD0901221;2919
PRD0901220;1269
PRD0902554;2584
PRD0903882;1629
PRD0902551;2348
PRD0901223;3695
PRD0901222;1116
PRD0903883;2524
PRD0903855;3457
PRD0902524;3482
PRD0902525;1005
PRD0903853;1967
PRD0902522;2751
PRD0903854;2206
PRD0903859;1149
PRD0902528;1797
PRD0902526;2381
PRD0903851;2451
PRD0902520;3328
PRD0903852;1859
PRD0902521;3465
PRD0903850;1163
PRD0903866;1156
PRD0902535;3157
PRD0902536;557
PRD0903867;810
PRD0901202;1321
PRD0903864;1839
PRD0901205;2184
PRD0902533;3424
PRD0903865;2060
PRD0901204;2876
PRD0902539;1003
PRD0901207;2872
PRD0901206;2852
PRD0903868;362
PRD0902537;1958
PRD0901209;3723
PRD0903869;415
PRD0903862;2280
PRD0902532;1669
PRD0903863;3317
PRD0901201;532
PRD0903860;944
PRD0901200;1151
PRD0903861;2093
PRD0902530;3041
PRD0902509;1818
PRD0902502;2225
PRD0903833;3055
PRD0903834;530
PRD0902503;1233
PRD0902500;1362
PRD0903831;3484
PRD0903832;1953
PRD0902501;2090
PRD0903837;809
PRD0902506;3439
PRD0902507;187
PRD0903835;114
PRD0902505;835
PRD0903836;1966
PRD0902519;1477
PRD0903844;2798
PRD0902513;3062
PRD0903845;461
PRD0902514;2930
PRD0902511;2629
PRD0903842;3544
PRD0902517;1597
PRD0902518;3279
PRD0903846;205
PRD0902515;1284
PRD0902516;2709
PRD0903841;2243
PRD0903819;15
PRD0903817;2169
PRD0900785;3658
PRD0903812;626
PRD0900784;2292
PRD0900787;891
PRD0900786;255
PRD0903810;1939
PRD0903815;2094
PRD0903816;549
PRD0900788;2681
PRD0903813;1422
PRD0903814;1121
PRD0900781;2977
PRD0900780;311
PRD0903828;395
PRD0903829;2777
PRD0903822;951
PRD0900796;1033
PRD0900795;1192
PRD0903823;2663
PRD0903820;3693
PRD0903821;2470
PRD0900797;2915
PRD0903826;3441
PRD0903827;585
PRD0903824;3608
PRD0903825;1055
PRD0900790;3871
PRD0900791;2419
PRD0900794;1217
PRD0900762;3189
PRD0900765;2941
PRD0900764;2137
PRD0900767;3255
PRD0900766;2382
PRD0900769;1439
PRD0900761;104
PRD0900760;1378
PRD0903809;1791
PRD0903806;501
PRD0903807;2707
PRD0900774;1115
PRD0903800;2349
PRD0903801;3238
PRD0900776;1166
PRD0900775;1466
PRD0903804;1776
PRD0903805;871
PRD0900777;2151
PRD0903802;2987
PRD0900779;1379
PRD0900771;363
PRD0900749;531
PRD0900748;1399
PRD0900741;523
PRD0900740;3753
PRD0900743;2993
PRD0900745;97
PRD0900744;3082
PRD0900747;3077
PRD0900759;634
PRD0900752;1376
PRD0900751;1758
PRD0900754;1294
PRD0900753;1071
PRD0900755;451
PRD0900757;1109
PRD0900727;2608
PRD0900729;2011
PRD0900728;1877
PRD0900721;1132
PRD0900720;3333
PRD0900723;3491
PRD0900722;1457
PRD0900725;1
PRD0900724;2103
PRD0900738;1538
PRD0900737;2730
PRD0900732;3229
PRD0900731;2949
PRD0900734;201
PRD0900733;1225
PRD0900736;301
PRD0900735;3249
PRD0900705;2405
PRD0900707;3671
PRD0900709;1771
PRD0900701;2276
PRD0900700;24
PRD0900702;3398
PRD0900715;856
PRD0900718;1110
PRD0900717;2992
PRD0900719;3712
PRD0900712;1195
PRD0900713;103
PRD0904291;3244
PRD0904294;302
PRD0904295;2221
PRD0904292;2193
PRD0904293;2780
PRD0904288;1876
PRD0904286;336
PRD0904289;1643
PRD0904298;691
PRD0904299;2390
PRD0904297;2079
PRD0904272;1534
PRD0904273;181
PRD0904270;3101
PRD0904271;3433
PRD0904265;1777
PRD0904266;1323
PRD0904263;2939
PRD0904264;1793
PRD0904269;664
PRD0904267;2957
PRD0904283;716
PRD0904284;2926
PRD0904281;495
PRD0904282;3132
PRD0904276;1844
PRD0904277;3311
PRD0904274;3566
PRD0904275;344
PRD0904278;2238
PRD0904250;180
PRD0904251;3108
PRD0904249;322
PRD0904243;2120
PRD0904244;1621
PRD0904241;518
PRD0904242;3345
PRD0904248;68
PRD0904245;1329
PRD0904246;450
PRD0904261;2334
PRD0904262;1228
PRD0904254;1096
PRD0904255;2510
PRD0904252;1480
PRD0904253;3817
PRD0904258;1786
PRD0904256;2199
PRD0904229;2998
PRD0904227;3460
PRD0904228;3518
PRD0901195;3394
PRD0901194;33
PRD0901197;3110
PRD0901196;946
PRD0901199;2572
PRD0904225;3628
PRD0901198;2716
PRD0904226;3145
PRD0904224;3359
PRD0904240;1911
PRD0904239;3579
PRD0904232;1661
PRD0904233;2944
PRD0904230;1266
PRD0904237;1278
PRD0904234;2019
PRD0904235;3561
PRD0901180;650
PRD0901182;2229
PRD0901181;1795
PRD0904207;3053
PRD0904208;2352
PRD0904205;3007
PRD0904209;100
PRD0901173;1950
PRD0901172;814
PRD0904203;1865
PRD0901176;1094
PRD0904204;1270
PRD0901179;3357
PRD0904201;3500
PRD0904202;321
PRD0901178;1803
PRD0901190;1359
PRD0901193;3265
PRD0901192;1647
PRD0904218;2907
PRD0904219;3072
PRD0904217;3192
PRD0904210;1895
PRD0904211;2414
PRD0901186;1063
PRD0901185;1440
PRD0901188;648
PRD0901187;254
PRD0904215;2617
PRD0904212;701
PRD0904213;3169
PRD0900071;3172
PRD0904427;3013
PRD0904428;1678
PRD0900069;3448
PRD0904425;692
PRD0904426;290
PRD0901393;1037
PRD0900062;3781
PRD0901392;787
PRD0900061;1215
PRD0904420;1972
PRD0901395;1539
PRD0900064;3756
PRD0901394;1717
PRD0900066;275
PRD0904423;1521
PRD0900065;304
PRD0904424;1191
PRD0901396;3560
PRD0904421;1001
PRD0901399;2222
PRD0901398;2580
PRD0904422;2768
PRD0900080;1947
PRD0900082;1840
PRD0903107;2310
PRD0904438;2609
PRD0903108;2058
PRD0904436;1161
PRD0903105;3480
PRD0903106;1134
PRD0904437;1436
PRD0903109;2115
PRD0904430;703
PRD0903100;231
PRD0904431;2695
PRD0900074;2547
PRD0904434;46
PRD0900077;1338
PRD0900076;419
PRD0904435;2631
PRD0903101;1634
PRD0904432;3449
PRD0900078;102
PRD0903102;922
PRD0904433;1416
PRD0904405;724
PRD0901379;1352
PRD0900048;1809
PRD0904406;3864
PRD0904403;3258
PRD0904404;936
PRD0900049;2430
PRD0904409;388
PRD0904407;1114
PRD0904408;1648
PRD0900040;2075
PRD0901370;2651
PRD0901375;2578
PRD0904401;2760
PRD0900044;3020
PRD0901374;1978
PRD0904402;3487
PRD0900046;736
PRD0901377;1862
PRD0900045;230
PRD0901376;1898
PRD0904400;2020
PRD0900060;3161
PRD0901391;3724
PRD0901390;1230
PRD0901389;934
PRD0900058;1764
PRD0904417;2834
PRD0904414;2319
PRD0904415;2606
PRD0904418;145
PRD0904419;1056
PRD0901382;1342
PRD0900051;1799
PRD0900050;832
PRD0901381;1979
PRD0901384;1458
PRD0900053;1567
PRD0900052;184
PRD0901383;601
PRD0901386;2202
PRD0900055;2793
PRD0904412;3270
PRD0900054;880
PRD0904413;2162
PRD0901385;3668
PRD0904410;1535
PRD0901388;1706
PRD0900057;1784
PRD0901387;2282
PRD0904411;2379
PRD0900056;3514
PRD0901357;1188
PRD0902689;1513
PRD0900026;1606
PRD0901356;2542
PRD0900025;2933
PRD0901359;293
PRD0902687;629
PRD0900028;1252
PRD0900027;121
PRD0902688;2027
PRD0901358;3849
PRD0900029;3434
PRD0902681;2712
PRD0902682;1864
PRD0901351;1659
PRD0901350;907
PRD0902680;3079
PRD0901353;399
PRD0902685;1060
PRD0902686;1927
PRD0901352;2017
PRD0900021;3166
PRD0901355;1044
PRD0901354;3174
PRD0902684;3365
PRD0900037;1725
PRD0901367;2602
PRD0900036;3417
PRD0901369;10
PRD0902699;484
PRD0902692;645
PRD0901360;3015
PRD0902693;3301
PRD0902690;1850
PRD0902691;1713
PRD0901361;1930
PRD0900030;3603
PRD0901364;1600
PRD0900033;3296
PRD0900032;961
PRD0902697;1988
PRD0901366;742
PRD0902694;2388
PRD0900034;101
PRD0901365;405
PRD0902695;852
PRD0901335;833
PRD0902667;1129
PRD0903998;1479
PRD0900004;3473
PRD0901334;2779
PRD0903999;2792
PRD0902668;3332
PRD0901337;1753
PRD0900006;1936
PRD0903996;2560
PRD0902665;3541
PRD0902666;558
PRD0903997;1749
PRD0900005;1906
PRD0901336;3592
PRD0900008;411
PRD0901339;3179
PRD0901338;67
PRD0900007;2719
PRD0902669;3251
PRD0900009;164
PRD0903990;3800
PRD0903991;229
PRD0902660;635
PRD0901331;2498
PRD0903995;3346
PRD0903992;1709
PRD0902661;2279
PRD0901333;2357
PRD0900002;3243
PRD0903993;45
PRD0902662;1827
PRD0901332;3682
PRD0902678;739
PRD0900015;2346
PRD0902679;147
PRD0900014;728
PRD0901348;61
PRD0902676;2401
PRD0900017;2822
PRD0900019;2457
PRD0901349;2025
PRD0900018;3527
PRD0902671;163
PRD0901340;2853
PRD0902674;1260
PRD0901342;2372
PRD0902675;441
PRD0901341;1012
PRD0900010;2819
PRD0902672;757
PRD0900013;1813
PRD0901343;1471
PRD0902673;2042
PRD0902645;541
PRD0903976;3530
PRD0903977;1297
PRD0902646;1858
PRD0902643;778
PRD0903974;2321
PRD0903975;1371
PRD0901317;1397
PRD0901316;139
PRD0901319;514
PRD0902647;1153
PRD0903978;3201
PRD0902648;2450
PRD0901318;3780
PRD0903972;1918
PRD0902642;250
PRD0903973;3575
PRD0901311;2905
PRD0903970;3052
PRD0903971;2758
PRD0901310;3510
PRD0903987;1646
PRD0902656;2097
PRD0901324;2805
PRD0903988;64
PRD0902657;793
PRD0901323;3760
PRD0902654;3124
PRD0902655;500
PRD0903986;1560
PRD0901328;2209
PRD0901327;2087
PRD0902658;2398
PRD0901329;504
PRD0902659;2112
PRD0903980;2208
PRD0903983;3351
PRD0902652;3684
PRD0902653;211
PRD0903984;485
PRD0902650;1277
PRD0901322;1575
PRD0903981;2218
PRD0903982;1735
PRD0902651;3672
PRD0902629;1380
PRD0903954;1183
PRD0902623;1697
PRD0902624;3623
PRD0902621;895
PRD0902622;3740
PRD0902627;431
PRD0903959;1556
PRD0902628;1938
PRD0903956;1251
PRD0902625;2314
PRD0903957;1315
PRD0902626;2107
PRD0903950;3256
PRD0902620;2099
PRD0903951;3154
PRD0901309;1098
PRD0903965;3026
PRD0902634;3709
PRD0901301;469
PRD0901304;1113
PRD0903963;2100
PRD0902632;2295
PRD0901303;598
PRD0903964;2739
PRD0902638;804
PRD0901306;2237
PRD0901305;2800
PRD0902639;3546
PRD0902636;1381
PRD0901308;2691
PRD0901307;1220
PRD0902637;2391
PRD0903968;3046
PRD0902630;674
PRD0903961;1316
PRD0903962;1561
PRD0902631;2641
PRD0903960;2699
PRD0902609;508
PRD0902607;2940
PRD0903939;221
PRD0902608;1830
PRD0902601;695
PRD0903932;3816
PRD0902602;681
PRD0903933;779
PRD0903930;3215
PRD0903931;1118
PRD0902600;2997
PRD0902605;2207
PRD0903936;3309
PRD0902606;617
PRD0902603;108
PRD0903934;653
PRD0903935;1796
PRD0902618;529
PRD0903949;2991
PRD0902619;2038
PRD0902612;3732
PRD0902613;643
PRD0903944;2234
PRD0903941;492
PRD0902610;1102
PRD0903942;3006
PRD0902611;3447
PRD0902617;2883
PRD0902614;1319
PRD0902615;2827
PRD0903940;44
PRD0903918;1541
PRD0903917;639
PRD0900884;569
PRD0903910;2061
PRD0900883;2148
PRD0903911;3582
PRD0900886;1126
PRD0900885;2672
PRD0900888;900
PRD0903914;3387
PRD0900887;3216
PRD0903913;693
PRD0900889;879
PRD0900882;1308
PRD0900881;3109
PRD0903929;3100
PRD0903927;1498
PRD0903921;3835
PRD0903922;1558
PRD0900897;2170
PRD0903920;1524
PRD0900896;3476
PRD0903925;43
PRD0900899;124
PRD0900898;1465
PRD0903923;2224
PRD0903924;1119
PRD0900891;446
PRD0900890;3231
PRD0900893;3297
PRD0900869;2869
PRD0900862;3050
PRD0900863;1773
PRD0900865;2403
PRD0900868;752
PRD0900867;2518
PRD0900860;2759
PRD0903907;2486
PRD0903908;1994
PRD0903905;3128
PRD0903906;2272
PRD0903909;1334
PRD0900873;1198
PRD0903900;272
PRD0900875;587
PRD0900877;1357
PRD0903903;3017
PRD0900876;872
PRD0903901;2857
PRD0900878;401
PRD0903902;3217
PRD0900871;964
PRD0900870;1983
PRD0900847;351
PRD0900849;2742
PRD0900840;1645
PRD0900844;472
PRD0900843;396
PRD0900846;2828
PRD0900845;1320
PRD0900859;1021
PRD0900858;3376
PRD0900851;985
PRD0900853;1255
PRD0900852;568
PRD0900855;2945
PRD0900854;3744
PRD0900857;2074
PRD0900856;1391
PRD0900826;2145
PRD0900825;3312
PRD0900828;3379
PRD0900820;1193
PRD0900822;2394
PRD0900821;1543
PRD0900823;3375
PRD0903099;1248
PRD0903098;1038
PRD0900837;1611
PRD0900836;2105
PRD0900839;2909
PRD0900838;150
PRD0900830;31
PRD0900833;1271
PRD0900832;1407
PRD0900835;2262
PRD0900834;2111
PRD0903080;830
PRD0903081;606
PRD0903084;3643
PRD0903085;2187
PRD0903082;2399
PRD0903083;3717
PRD0900803;1943
PRD0900805;3322
PRD0900807;1398
PRD0900809;1310
PRD0900800;1785
PRD0900802;1688
PRD0900801;1705
PRD0903077;2364
PRD0903078;111
PRD0903075;2650
PRD0903076;2964
PRD0903079;3469
PRD0903091;1061
PRD0903090;827
PRD0903095;965
PRD0903096;457
PRD0903093;93
PRD0903094;2084
PRD0900815;1387
PRD0900814;3410
PRD0900817;2155
PRD0900819;1273
PRD0900818;2067
PRD0900811;3470
PRD0900810;1772
PRD0900812;3790
PRD0903088;1247
PRD0903089;3025
PRD0903086;3281
PRD0903062;1206
PRD0904394;1097
PRD0903063;3212
PRD0904391;115
PRD0903060;2203
PRD0903061;1545
PRD0904392;3728
PRD0903055;2995
PRD0904387;1157
PRD0903053;92
PRD0904384;2831
PRD0903054;2484
PRD0904385;3749
PRD0903057;633
PRD0904388;2654
PRD0903058;2332
PRD0904389;2901
PRD0903073;981
PRD0903074;212
PRD0903071;2435
PRD0903072;3659
PRD0904397;735
PRD0903066;2763
PRD0904398;1299
PRD0903064;3274
PRD0904396;2711
PRD0904399;3113
PRD0903069;2192
PRD0904371;144
PRD0903040;2296
PRD0904372;717
PRD0903041;2301
PRD0904370;1262
PRD0903039;3086
PRD0904364;273
PRD0903033;805
PRD0903034;2824
PRD0904365;3371
PRD0904363;28
PRD0903037;2961
PRD0904369;774
PRD0903038;3252
PRD0904366;80
PRD0903035;2803
PRD0904367;1460
PRD0903051;2247
PRD0904382;3117
PRD0903052;134
PRD0904380;2858
PRD0903050;263
PRD0903044;1040
PRD0904375;1782
PRD0904376;831
PRD0903042;233
PRD0904373;2701
PRD0904374;199
PRD0903043;941
PRD0904379;387
PRD0903048;2268
PRD0903046;1046
PRD0903047;1917
PRD0904350;3193
PRD0903019;847
PRD0904348;677
PRD0903017;990
PRD0903018;3177
PRD0904340;137
PRD0903010;1296
PRD0904347;1527
PRD0904344;1890
PRD0903013;2049
PRD0904345;299
PRD0903014;2620
PRD0904360;1769
PRD0903030;1802
PRD0903028;627
PRD0904359;3065
PRD0903022;867
PRD0904353;3631
PRD0904354;3654
PRD0903023;3706
PRD0904351;3348
PRD0903020;3666
PRD0903021;2190
PRD0904352;3687
PRD0904357;412
PRD0903026;1047
PRD0904358;20
PRD0903027;2445
PRD0904355;2121
PRD0903025;3776
PRD0904356;3810
PRD0904328;3731
PRD0904329;2529
PRD0904327;2180
PRD0901294;375
PRD0904320;3036
PRD0901293;765
PRD0904321;1845
PRD0901295;942
PRD0904324;1767
PRD0901298;3743
PRD0904325;2244
PRD0901297;3173
PRD0904322;3126
PRD0904323;1159
PRD0901299;2984
PRD0904339;430
PRD0903008;1731
PRD0903009;3151
PRD0904337;1461
PRD0903007;110
PRD0903000;1881
PRD0904331;3663
PRD0904332;182
PRD0903001;955
PRD0904330;1141
PRD0904335;1959
PRD0903004;3837
PRD0904336;2556
PRD0904334;236
PRD0903003;2035
PRD0902370;1433
PRD0901038;874
PRD0901037;962
PRD0902368;1245
PRD0903699;3303
PRD0901039;753
PRD0903693;743
PRD0902362;3563
PRD0903694;1944
PRD0902363;2325
PRD0901032;1235
PRD0903691;2725
PRD0901031;592
PRD0902361;898
PRD0903692;3549
PRD0903697;2489
PRD0901034;3059
PRD0902366;3374
PRD0902367;3751
PRD0903695;761
PRD0902364;3455
PRD0902365;129
PRD0901035;1243
PRD0903696;2569
PRD0902380;3137
PRD0901049;976
PRD0901048;1219
PRD0902374;918
PRD0902371;901
PRD0901043;3396
PRD0901042;603
PRD0902372;2970
PRD0902377;1515
PRD0901045;2515
PRD0901044;1667
PRD0902375;423
PRD0901047;905
PRD0902376;3011
PRD0901046;3289
PRD0901016;3509
PRD0903677;335
PRD0901018;3226
PRD0903678;62
PRD0902347;153
PRD0901017;224
PRD0901019;2559
PRD0903671;2659
PRD0902340;3861
PRD0903672;970
PRD0902341;3042
PRD0901010;1080
PRD0903670;1656
PRD0901012;3259
PRD0902345;581
PRD0901011;2309
PRD0901014;630
PRD0902342;2856
PRD0901013;1752
PRD0903674;3681
PRD0902343;3851
PRD0903690;584
PRD0902359;408
PRD0901027;781
PRD0901026;437
PRD0902357;1905
PRD0903688;2271
PRD0901028;218
PRD0902358;2113
PRD0903689;2575
PRD0902351;1415
PRD0902352;190
PRD0903680;1070
PRD0901021;3292
PRD0901020;771
PRD0902350;3288
PRD0902355;1886
PRD0903686;2344
PRD0903687;1615
PRD0902356;2356
PRD0901025;2912
PRD0902353;3773
PRD0901024;352
PRD0903685;465
PRD0902354;2432
PRD0903657;2293
PRD0904988;314
PRD0903658;1932
PRD0903655;663
PRD0902324;2543
PRD0904986;2921
PRD0902325;3715
PRD0902328;1628
PRD0903659;2776
PRD0902329;3870
PRD0904981;2579
PRD0903650;924
PRD0902322;935
PRD0904985;3525
PRD0903654;2030
PRD0902323;3350
PRD0903651;1009
PRD0904983;3056
PRD0904982;731
PRD0902321;2697
PRD0903668;342
PRD0901004;2971
PRD0902338;3750
PRD0901007;70
PRD0902335;1032
PRD0903667;202
PRD0901006;2005
PRD0901009;489
PRD0901008;615
PRD0903660;2553
PRD0902330;2634
PRD0904991;3532
PRD0903661;3719
PRD0904990;1482
PRD0903664;1569
PRD0902333;2696
PRD0901001;3679
PRD0902334;1511
PRD0903665;2029
PRD0904995;2116
PRD0901003;84
PRD0904994;1542
PRD0903662;3178
PRD0904993;2552
PRD0903663;3384
PRD0901002;3395
PRD0902332;3553
PRD0904967;2862
PRD0903635;3273
PRD0902305;2568
PRD0903636;3499
PRD0904965;1214
PRD0902302;3440
PRD0903633;3785
PRD0902303;2830
PRD0904964;3554
PRD0903639;49
PRD0902308;2545
PRD0902309;2658
PRD0903637;1593
PRD0904969;1974
PRD0902306;3354
PRD0904963;670
PRD0903631;2959
PRD0903632;310
PRD0904962;839
PRD0902301;2483
PRD0904961;2409
PRD0904960;1205
PRD0903630;1808
PRD0904978;1792
PRD0902315;2448
PRD0903646;3772
PRD0904977;2185
PRD0903647;2784
PRD0902316;3564
PRD0904976;183
PRD0903644;284
PRD0902313;3090
PRD0902314;861
PRD0902317;1143
PRD0902318;1292
PRD0904974;582
PRD0903642;2956
PRD0902311;3136
PRD0902312;1880
PRD0904973;2530
PRD0904972;1847
PRD0902310;2513
PRD0903619;319
PRD0904945;60
PRD0903613;3197
PRD0903614;2764
PRD0900589;1309
PRD0903611;1587
PRD0903612;143
PRD0900588;2393
PRD0904942;2511
PRD0903617;445
PRD0904949;3105
PRD0903618;460
PRD0903615;459
PRD0904947;2109
PRD0904946;3492
PRD0900581;3047
PRD0900580;954
PRD0900583;277
PRD0904941;1617
PRD0900582;2427
PRD0904940;2708
PRD0903610;3181
PRD0900585;1856
PRD0900584;1913
PRD0900598;1923
PRD0903624;3368
PRD0900597;1828
PRD0903625;2810
PRD0903622;3826
PRD0903623;2088
PRD0900599;3618
PRD0903628;2217
PRD0903629;2850
PRD0904958;232
PRD0903627;270
PRD0904957;741
PRD0900592;2710
PRD0903620;179
PRD0904952;2946
PRD0904951;608
PRD0903621;713
PRD0900593;987
PRD0900596;3714
PRD0900595;3331
PRD0900565;1757
PRD0901896;1875
PRD0904923;2502
PRD0900564;2436
PRD0904921;864
PRD0900567;1123
PRD0901898;1237
PRD0904920;535
PRD0900566;2465
PRD0901897;3223
PRD0900569;551
PRD0900568;1124
PRD0901899;2679
PRD0904926;3171
PRD0904925;2538
PRD0901892;819
PRD0900561;2438
PRD0901891;576
PRD0900560;1019
PRD0900563;3112
PRD0901894;3677
PRD0903608;1838
PRD0903609;3180
PRD0904939;3261
PRD0904934;2621
PRD0903602;2986
PRD0904933;253
PRD0900575;3843
PRD0900578;1982
PRD0904932;3823
PRD0903601;1178
PRD0904931;2664
PRD0900577;3049
PRD0904938;1418
PRD0903606;2733
PRD0903607;1077
PRD0904937;1293
PRD0904936;1075
PRD0903604;3504
PRD0904935;1076
PRD0903605;1987
PRD0900570;2622
PRD0900572;1779
PRD0904930;2080
PRD0900571;1125
PRD0900574;1409
PRD0900573;882
PRD0904909;1335
PRD0904908;748
PRD0904907;2607
PRD0904906;2232
PRD0901874;2264
PRD0900543;2925
PRD0901873;1854
PRD0900542;2581
PRD0901876;1533
PRD0900545;2994
PRD0901878;429
PRD0904905;1681
PRD0900547;2172
PRD0901877;120
PRD0904903;3381
PRD0900548;2503
PRD0904902;3241
PRD0901870;1583
PRD0901872;397
PRD0900541;2611
PRD0901871;538
PRD0900540;1650
PRD0904919;709
PRD0904918;602
PRD0904917;53
PRD0901885;2147
PRD0904912;2326
PRD0900554;2931
PRD0904911;1177
PRD0901884;1685
PRD0900553;3730
PRD0901887;417
PRD0904910;3650
PRD0900556;3683
PRD0901886;300
PRD0900555;764
PRD0904916;195
PRD0900557;276
PRD0901888;1640
PRD0904915;1963
PRD0904914;3641
PRD0900559;3627
PRD0901881;631
PRD0901883;1099
PRD0900551;3194
PRD0900528;435
PRD0901859;3794
PRD0900521;1150
PRD0901852;3827
PRD0900520;1430
