Руслан Усачев,UCDaIW2zPRWhzQ9Hj7a0QP1w,,,
video id,video title,views count,COMPANY,LINK
eTeBjUxy0w4,"КРУИЗ ЗА $40 000 – СЕВЕРНЫЙ ПОЛЮС // Ледокол ""50 лет Победы""",8595677,usachev.shop,http://usachev.shop/
eTeBjUxy0w4,"КРУИЗ ЗА $40 000 – СЕВЕРНЫЙ ПОЛЮС // Ледокол ""50 лет Победы""",8595677,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
eTeBjUxy0w4,"КРУИЗ ЗА $40 000 – СЕВЕРНЫЙ ПОЛЮС // Ледокол ""50 лет Победы""",8595677,kirsworkshop.ru,https://kirsworkshop.ru/
v7ZHM3SbvLg,ОСТРЫЙ ПЕРЕЦ И КРОКОДИЛ [Горячие Игры],7121991,usachev.shop,http://usachev.shop/
v7ZHM3SbvLg,ОСТРЫЙ ПЕРЕЦ И КРОКОДИЛ [Горячие Игры],7121991,klikklak.ru,https://www.youtube.com/klikklak
JBjFZD2YyHc,Круиз на лайнере – ПЛОХАЯ ИДЕЯ!,4861073,usachev.shop,http://usachev.shop/
Ie2qo2Hpw9M,ГОРЯЧИЕ ИГРЫ – ПЛОХИЕ АНЕКДОТЫ,4639111,usachev.shop,http://usachev.shop/
JBBvQrKnJpI,На пятьдесят оттенков [Kate Clapp и Руслан Усачев],4558102,usachev.shop,http://usachev.shop/
CtcrNMpCaIc,"ВЫЧИСЛИЛ, СКОЛЬКО БУДЕТ ЖИТЬ ПУТИН!",3614726,usachev.shop,http://usachev.shop/
1xkyllL6DPU,НОРИЛЬСК. Самый грязный город России  [Пора Валить],3257201,AO Tinkoff Bank,tinkoff.ru
1xkyllL6DPU,НОРИЛЬСК. Самый грязный город России  [Пора Валить],3257201,usachev.shop,http://usachev.shop/
1xkyllL6DPU,НОРИЛЬСК. Самый грязный город России  [Пора Валить],3257201,kirsworkshop.ru,https://kirsworkshop.ru/
0cNgip4Re-E,КУПИЛ НАУШНИКИ ТИМАТИ BlackStar Click'n'Play,3087728,usachev.shop,http://usachev.shop/
cfCnr9Ke9NY,ШОКИРУЮЩАЯ ЯПОНИЯ [Пора Валить в Токио!],2793689,aviaseils.ru,https://i.avs.io/c5xoto
cfCnr9Ke9NY,ШОКИРУЮЩАЯ ЯПОНИЯ [Пора Валить в Токио!],2793689,usachev.shop,http://usachev.shop/
cfCnr9Ke9NY,ШОКИРУЮЩАЯ ЯПОНИЯ [Пора Валить в Токио!],2793689,kirsworkshop.ru,https://kirsworkshop.ru/
I-f-apMqyec,Проверил РОСТ ЦЕН в России за 13 лет// Реальная инфляция рубля,2664343,usachev.shop,http://usachev.shop/
_u9WLwwYkbI,Отдал 100 000 за лого от Нейросети Студии Лебедева. Получил ЭТО...,2550133,usachev.shop,http://usachev.shop/
S1ch98bXFzw,"РОССИЯ — СЕВЕРНАЯ КОРЕЯ // Граница, которую ненавидит Китай",2415278,usachev.shop,http://usachev.shop
S1ch98bXFzw,"РОССИЯ — СЕВЕРНАЯ КОРЕЯ // Граница, которую ненавидит Китай",2415278,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
ck5IRb4f3dg,ПОРА ВАЛИТЬ В КИЕВ!,2288499,"Domains By Proxy, LLC",http://go.italki.com/usachev
m85ITkjlojk,Главный минус Казахстана! [Пора Валить],2259360,Plarium Global Ltd,https://clik.cc/0A1E2
m85ITkjlojk,Главный минус Казахстана! [Пора Валить],2259360,usachev.shop,https://usachev.shop/
m85ITkjlojk,Главный минус Казахстана! [Пора Валить],2259360,Go Travel Un Limited (Hong Kong),https://poravalit.aviasales.ru/
m85ITkjlojk,Главный минус Казахстана! [Пора Валить],2259360,"Domains By Proxy, LLC",https://clik.cc/a4rk4
fHBU1uEgLWY,САМАЯ ГРЯЗНАЯ СТРАНА [Пора Валить - ИНДИЯ],2174184,aviaseils.ru,https://avs.io/poravalit
fHBU1uEgLWY,САМАЯ ГРЯЗНАЯ СТРАНА [Пора Валить - ИНДИЯ],2174184,kirsworkshop.ru,https://kirsworkshop.ru/
YD6i4UzxnHQ,"Страна, где остановилось время [Пора валить на Кубу!]",2149224,AO Tinkoff Bank,tinkoff.ru
ZuXd6ufjT94,Пора валить– Грузия!,1919958,aviaseils.ru,http://avs.io/qli5
ZuXd6ufjT94,Пора валить– Грузия!,1919958,kirsworkshop.ru,https://kirsworkshop.ru/
PO090-xTmyQ,"""УДАЧНЫЙ"" ДУБЛИН [Пора Валить - Ирландия]",1894035,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
PO090-xTmyQ,"""УДАЧНЫЙ"" ДУБЛИН [Пора Валить - Ирландия]",1894035,kirsworkshop.ru,https://kirsworkshop.ru/
LoZptmCVePk,ВО ЧТО ПРЕВРАТИЛАСЬ ЧЕРНОГОРИЯ! [Пора Валить],1786627,usachev.shop,https://usachev.shop/
LoZptmCVePk,ВО ЧТО ПРЕВРАТИЛАСЬ ЧЕРНОГОРИЯ! [Пора Валить],1786627,Go Travel Un Limited (Hong Kong),https://poravalit.aviasales.ru/
qz5TqGhhk4w,Русская Америка [Пора Валить в Нью-Йорк],1758885,Go Travel Un Limited (Hong Kong),http://www.aviasales.ru
DSXjcfKCeSw,"ПОРА ВАЛИТЬ – ПОЛЬША! Варшава, Краков, Освенцим",1710156,aviaseils.ru,https://i.avs.io/mqrgpe
78-Itd_RE-c,Я послушал ВСЕ песни Тимати. И вот что понял...,1707750,klikklak.shop,https://vk.cc/9x8cxQ
eyIuWr1XsBo,ПОРА ВАЛИТЬ В ДУБАЙ!,1698769,OANO DPO SKYENG,https://go.sky.pro/pora_valit
eyIuWr1XsBo,ПОРА ВАЛИТЬ В ДУБАЙ!,1698769,usachev.shop,https://usachev.shop/
eyIuWr1XsBo,ПОРА ВАЛИТЬ В ДУБАЙ!,1698769,Go Travel Un Limited (Hong Kong),https://aviasales.ru
eyIuWr1XsBo,ПОРА ВАЛИТЬ В ДУБАЙ!,1698769,Department of Tourism and Commerce Marketing,https://www.visitdubai.com/ru
qp6Ct86Ek5Q,ХРАМОВ ОНИ НЕ ПОЖАЛЕЛИ [Пора Валить - Золотое Кольцо России],1696722,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
qp6Ct86Ek5Q,ХРАМОВ ОНИ НЕ ПОЖАЛЕЛИ [Пора Валить - Золотое Кольцо России],1696722,kirsworkshop.ru,https://kirsworkshop.ru/
5mr1mYAmfIA,Пора валить во Владивосток!,1621707,ANO Hero Race,http://goo.gl/6TZCiD
x6UM-zbsuQw,Пора Валить в Сочи!,1590084,AO Tinkoff Bank,tinkoff.ru
auGeDDohDCE,САМАЯ РУССКАЯ ЕВРОПА [Пора Валить в Калининград],1531383,AO Tinkoff Bank,tinkoff.ru
auGeDDohDCE,САМАЯ РУССКАЯ ЕВРОПА [Пора Валить в Калининград],1531383,kirsworkshop.ru,https://kirsworkshop.ru/
7xvmA4L4ZDo,БЕЛАРУСЬ ПРОТИВ ЛУКАШЕНКО // Русское лекарство от COVID-19 // Ошибка Макса Коржа,1524394,Plarium Global Ltd,https://clik.cc/v0dts
7xvmA4L4ZDo,БЕЛАРУСЬ ПРОТИВ ЛУКАШЕНКО // Русское лекарство от COVID-19 // Ошибка Макса Коржа,1524394,"Domains By Proxy, LLC",https://clik.cc/LBAxL
7xvmA4L4ZDo,БЕЛАРУСЬ ПРОТИВ ЛУКАШЕНКО // Русское лекарство от COVID-19 // Ошибка Макса Коржа,1524394,klikklak.shop,https://vk.cc/9x8cxQ
0MdSjDoDy0Q,Самый ДОРОГОЙ ноутбук ПРОТИВ самого ДЕШЕВОГО // ASUS ROG MOTHERSHIP vs. IRBIS NB102,1506779,klikklak.shop,https://vk.cc/9x8cxQ
NVpkFMesO2c,Тимати обул Армию России в AliExpress,1504976,"YANDEX, LLC.",https://ya.cc/5xUMV
NVpkFMesO2c,Тимати обул Армию России в AliExpress,1504976,klikklak.shop,https://vk.cc/9pbVQZ
tP4a5Cu9b2w,ПОРА ВАЛИТЬ В БАКУ. АЗЕРБАЙДЖАН,1477467,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
tP4a5Cu9b2w,ПОРА ВАЛИТЬ В БАКУ. АЗЕРБАЙДЖАН,1477467,kirsworkshop.ru,https://kirsworkshop.ru/
tP4a5Cu9b2w,ПОРА ВАЛИТЬ В БАКУ. АЗЕРБАЙДЖАН,1477467,klikklak.shop,https://vk.cc/9x8cxQ
8Gof41rk_hc,Пора валить из России,1476962,usachev.shop,https://usachev.shop/
cc92dhy0wyk,Пора валить в Питер!,1469493,Go Travel Un Limited (Hong Kong),http://map.aviasales.ru
bKN35_Dl9TI,Невиновный Ефремов // Взрыв в Бейруте // ЧВК Вагнер в Беларуси // Личный спорт Скалы // Отмена Мулан,1463567,Vimbox Limited,https://go.skyeng.ru/survey_usachev
bKN35_Dl9TI,Невиновный Ефремов // Взрыв в Бейруте // ЧВК Вагнер в Беларуси // Личный спорт Скалы // Отмена Мулан,1463567,klikklak.shop,https://vk.cc/9x8cxQ
sHM6XKnK-Y4,"Турция, которую вы не видели [Пора Валить]",1463330,Go Travel Un Limited (Hong Kong),http://avs.io/qli5
sHM6XKnK-Y4,"Турция, которую вы не видели [Пора Валить]",1463330,kirsworkshop.ru,https://kirsworkshop.ru/
sHM6XKnK-Y4,"Турция, которую вы не видели [Пора Валить]",1463330,bckstgspb.com,bckstgspb.com
sphlZKlz1Ek,Пора валить в Чикаго!,1462849,aviaseils.ru,http://avs.io/qli5
W3ih857fvVY,Отдал 200 000 за лого от Студии Лебедева. Получил ЭТО...,1462296,klikklak.shop,https://vk.cc/9x8cxQ
5ma2zfScJHU,Мизулина портит все // Беларусь и Хабаровск протестует // Президент Канье Вест // Spotify в России,1454089,AO Raiffeisenbank,http://rzb.ru/oY9PqC
5ma2zfScJHU,Мизулина портит все // Беларусь и Хабаровск протестует // Президент Канье Вест // Spotify в России,1454089,klikklak.shop,https://vk.cc/9x8cxQ
Ru9fvVdR2W8,Пора валить в Майами!,1453910,AO Tinkoff Bank,tinkoff.ru
GMWiP4rzCcs,Новая Конституция РФ // Сериал FALLOUT // Блокировка Тик Ток // Джек Воробей – женщина,1417252,Vimbox Limited,https://go.skyeng.ru/usachev_intensive
GMWiP4rzCcs,Новая Конституция РФ // Сериал FALLOUT // Блокировка Тик Ток // Джек Воробей – женщина,1417252,klikklak.shop,https://vk.cc/9x8cxQ
LZ7XOQ_4VKI,ЛУЧШИЙ И ХУДШИЙ РЕГИОН РОССИИ,1407948,usachev.shop,https://usachev.shop
Ju-GW8dtefA,ВТОРАЯ ВОЛНА в России // Азербайджан и Армения // Война в Карабахе // Борат 2 // Выборы в Одессе,1396569,Vimbox Limited,https://go.skyeng.ru/level_usachev
Ju-GW8dtefA,ВТОРАЯ ВОЛНА в России // Азербайджан и Армения // Война в Карабахе // Борат 2 // Выборы в Одессе,1396569,klikklak.shop,https://vk.cc/9x8cxQ
pJCv4OP-j2g,Tik Tok троллит Трампа // Беларусь и Саша 3% // Революция Apple iOS 14 / Дело Сети и Седьмой Студии,1371937,Plarium Global Ltd,https://clik.cc/fXVf1
pJCv4OP-j2g,Tik Tok троллит Трампа // Беларусь и Саша 3% // Революция Apple iOS 14 / Дело Сети и Седьмой Студии,1371937,"Domains By Proxy, LLC",https://clik.cc/ScKSy
pJCv4OP-j2g,Tik Tok троллит Трампа // Беларусь и Саша 3% // Революция Apple iOS 14 / Дело Сети и Седьмой Студии,1371937,klikklak.shop,https://vk.cc/9x8cxQ
Ip0ze0BFUlI,ВО ЧТО ПРЕВРАТИЛИ АФИНЫ [Пора Валить - Греция!],1358747,aviaseils.ru,http://avs.io/qli5
Ip0ze0BFUlI,ВО ЧТО ПРЕВРАТИЛИ АФИНЫ [Пора Валить - Греция!],1358747,kirsworkshop.ru,https://kirsworkshop.ru/
qBQH069gd58,Тимати испортил Моргенштерна // Катастрофа на Камчатке // Навальный у Дудя // Революция в Киргизии,1348880,Notion,http://bit.ly/usachevnotion
dKElnFv7Yac,Регина Тодоренко и домашнее насилие // Пропажа Ким Чен Ына // Официальные видео с НЛО из США,1346106,Vimbox Limited,http://skyeng.ru/go/usachev_premium
dKElnFv7Yac,Регина Тодоренко и домашнее насилие // Пропажа Ким Чен Ына // Официальные видео с НЛО из США,1346106,klikklak.shop,https://vk.cc/9x8cxQ
_K8fyyroQCY,"Соболев не прав, и вот почему",1333152,Volkswagen AG,http://bit.ly/2M2kGVa
doXbrFbffmw,Нас ждет война с Украиной? // Огромная утечка данных у Facebook // Незаконная фотосессия в Дубае,1330357,REDACTED FOR PRIVACY,https://haveibeenpwned.com/
doXbrFbffmw,Нас ждет война с Украиной? // Огромная утечка данных у Facebook // Незаконная фотосессия в Дубае,1330357,JOINT-STOCK COMPANY ALFA-BANK,https://alfa.link/e9Yh8w
doXbrFbffmw,Нас ждет война с Украиной? // Огромная утечка данных у Facebook // Незаконная фотосессия в Дубае,1330357,klikklak.shop,https://vk.cc/9x8cxQ
LT_6xg0OZhQ,ИВАНГАЙ ПРОТИВ ДУДЯ // ХОЛОСТЯК Билл Гейтс // СТЫДНЫЕ выплаты ветеранам ВОВ к 9 мая,1329888,YANDEX LLC,https://go.yandex/ru_ru/lp/rides/comfort
LT_6xg0OZhQ,ИВАНГАЙ ПРОТИВ ДУДЯ // ХОЛОСТЯК Билл Гейтс // СТЫДНЫЕ выплаты ветеранам ВОВ к 9 мая,1329888,usachev.shop,https://usachev.shop/
r2-bNk3QIN0,Тяжело быть москвичом // Пора Валить - Москва,1324123,Go Travel Un Limited (Hong Kong),https://i.avs.io/xtk9n4
r2-bNk3QIN0,Тяжело быть москвичом // Пора Валить - Москва,1324123,kirsworkshop.ru,https://kirsworkshop.ru/
_h9EJaSP6MU,"Купил ВСЕ сырки Б. Ю. АЛЕКСАНДРОВ, чтобы найти ЛУЧШИЙ и ХУДШИЙ сырок",1315378,Vimbox Limited,https://go.skyeng.ru/ruslanfebruary
_h9EJaSP6MU,"Купил ВСЕ сырки Б. Ю. АЛЕКСАНДРОВ, чтобы найти ЛУЧШИЙ и ХУДШИЙ сырок",1315378,usachev.shop,http://usachev.shop/
2_1oU5miqyI,Катастрофа в Норильске // Беспорядки в США // Нейросети против людей,1314081,"Huawei Technologies Co., Ltd.",https://bit.ly/2ApeV2O
2_1oU5miqyI,Катастрофа в Норильске // Беспорядки в США // Нейросети против людей,1314081,klikklak.shop,https://vk.cc/9x8cxQ
AwqWnG2ZofY,Тайна лекарства от COVID-19 // СБЕР – НЕ БАНК// Microsoft купил Bethesda// Яндекс купит Тинькофф,1308334,"Skilfektori, LLC",https://clc.am/D-d5ZQ
AwqWnG2ZofY,Тайна лекарства от COVID-19 // СБЕР – НЕ БАНК// Microsoft купил Bethesda// Яндекс купит Тинькофф,1308334,klikklak.shop,https://vk.cc/9x8cxQ
TTUHPBWjuy4,Кто выиграл в батле Oxxxymiron (RU) vs Disaster (USA) #WDVII,1305778,"Airbnb, Inc.",https://www.airbnb.ru/rooms/16290986
-xHhc3b-6Ec,Новый президент США // Моргенштерн и Дудь // Коронавирус мутирует // Новый король YouTube,1303856,YANDEX LLC,https://go.yandex/ru_ru/
g530KyM6L60,Как Ильназ Галявиев получил оружие // Израиль на грани войны // Веном и Карнаж // Этика СПбГУ,1292278,usachev.shop,https://usachev.shop/
g530KyM6L60,Как Ильназ Галявиев получил оружие // Израиль на грани войны // Веном и Карнаж // Этика СПбГУ,1292278,Organizacziya Assocziacziya kommunikatorov v sfere obrazovaniya i nauki,https://citizen-science.ru/
g530KyM6L60,Как Ильназ Галявиев получил оружие // Израиль на грани войны // Веном и Карнаж // Этика СПбГУ,1292278,"Skilfektori, LLC",https://clc.am/2jysTg
tFkUc-rzUec,MELLSTROY - ИЗБИЕНИЕ НА СТРИМЕ// Тинькофф VS Яндекс // США выкинули русские ИВЛ // Мелстрой забанен,1290740,Yandex Europe AG,https://clck.ru/R9GFG
epXhQfMBC1o,КАК ВЫЖИТЬ В БУДАПЕШТЕ [Пора Валить - Венгрия],1277232,usachev.shop,https://usachev.shop/
epXhQfMBC1o,КАК ВЫЖИТЬ В БУДАПЕШТЕ [Пора Валить - Венгрия],1277232,Go Travel Un Limited (Hong Kong),https://aviasales.ru
yH__et2tTB8,Мясо из пробирки в KFC // Навальный закрыл ФБК // Секретная вакцина от COVID-19 // Автобус в Луцке,1268932,Russian Federation ministry of public health,http://o-spide.ru/expedition2020
yH__et2tTB8,Мясо из пробирки в KFC // Навальный закрыл ФБК // Секретная вакцина от COVID-19 // Автобус в Луцке,1268932,klikklak.shop,https://vk.cc/9x8cxQ
EMMQ7Ou0IYg,Эдвард Бил устроил ДТП // Навальный голодает в колонии// Nike против Lil Nas X // Экология в Сибири,1251767,YANDEX LLC,https://ya.cc/t/tbmnc8JORDaTP
EMMQ7Ou0IYg,Эдвард Бил устроил ДТП // Навальный голодает в колонии// Nike против Lil Nas X // Экология в Сибири,1251767,klikklak.shop,https://vk.cc/9x8cxQ
7K0UdJTkvyg,Вломились в офис Facebook [Пора валить в Сан-Франциско!],1242367,Go Travel Un Limited (Hong Kong),http://avs.io/qli5
TUfZeZhs568,ХОВАНСКИЙ В СУДЕ // МОИ ПОБОЧКИ ОТ СПУТНИК V // МИЛЛИАРДЕР ЛЕТИТ В КОСМОС,1230342,"Domains By Proxy, LLC",https://bit.ly/3ge6ngr
TUfZeZhs568,ХОВАНСКИЙ В СУДЕ // МОИ ПОБОЧКИ ОТ СПУТНИК V // МИЛЛИАРДЕР ЛЕТИТ В КОСМОС,1230342,usachev.shop,https://usachev.shop/
24r_ObGjAzo,я свалил,1226803,usachev.shop,https://usachev.shop/
24r_ObGjAzo,я свалил,1226803,Go Travel Un Limited (Hong Kong),https://poravalit.aviasales.ru/
FNK8qHunaLk,Little Big UNO порвет Евровидение // Бог в конституции России // Екатерина Диденко против интернета,1207845,aviaseils.ru,https://i.avs.io/emkcyw
FNK8qHunaLk,Little Big UNO порвет Евровидение // Бог в конституции России // Екатерина Диденко против интернета,1207845,klikklak.shop,https://vk.cc/9x8cxQ
g7ymFrlxzo0,Анонс iPhone 12 // Ультиматум Лукашенко // Русская Эпидемия на Netflix // Новые автозаки в Москве,1199513,"GeekBrains, LLC",https://geekbrains.ru/link/8hc2RQ
uxgqxXkykyE,Чем ВСЕХ РАЗОЗЛИЛ Cyberpunk 2077 // AirPods Max - Наушники миллионеров // Смерть кинотеатров,1194514,"OBShchESTVO S OGRANIChENOJ OTVETSTVENNOSTYu ""SKILBOKS""",https://clc.to/nWtM5Q
uxgqxXkykyE,Чем ВСЕХ РАЗОЗЛИЛ Cyberpunk 2077 // AirPods Max - Наушники миллионеров // Смерть кинотеатров,1194514,Privacy service provided by Withheld for Privacy ehf,https://vk.cc/bVOrx9
8mfN6FFG0_w,О чем молчал Оксимирон // ИИ в тюрьмах России // Крысиные бега // Слово 2021 года,1193667,usachev.shop,https://usachev.shop/
8mfN6FFG0_w,О чем молчал Оксимирон // ИИ в тюрьмах России // Крысиные бега // Слово 2021 года,1193667,flowwow.com,http://flowwow.com/s/usachev
w-stfAxYzKw,Митинги 21 апреля // Презентация APPLE: airTag и iMac // Крах Суперлиги // Обещания Путина,1188233,usachev.shop,https://usachev.shop/
w-stfAxYzKw,Митинги 21 апреля // Презентация APPLE: airTag и iMac // Крах Суперлиги // Обещания Путина,1188233,"Skilfektori, LLC",https://clc.am/Lw0-VQ
ZU3XpTIQPEE,СЕКРЕТЫ РОССИИ – ВЛАДИВОСТОК / ПРИМОРСКИЙ КРАЙ,1176192,usachev.shop,http://usachev.shop/
ZU3XpTIQPEE,СЕКРЕТЫ РОССИИ – ВЛАДИВОСТОК / ПРИМОРСКИЙ КРАЙ,1176192,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
pNgy8kFxM_c,"""Новичок"" и Навальный // Ефремов признал вину // Полет Дэвида Блэйна // Русский Netflix // RTX 3080",1173536,Vimbox Limited,https://go.skyeng.ru/ruslan_smartfest
pNgy8kFxM_c,"""Новичок"" и Навальный // Ефремов признал вину // Полет Дэвида Блэйна // Русский Netflix // RTX 3080",1173536,klikklak.shop,https://vk.cc/9x8cxQ
XlnyMrVt5oE,Падение Некоглая // Робот от Роскосмоса // Оскар 2022 // Крах Meta,1172590,usachev.shop,https://usachev.shop/
XlnyMrVt5oE,Падение Некоглая // Робот от Роскосмоса // Оскар 2022 // Крах Meta,1172590,Sony Interactive Entertainment Inc.,https://bit.ly/3uG4O3u
X6kFV9FcKgY,BadСomedian перевернул игру Басты // ИТМО обрушился,1170918,Contact Privacy Inc. Customer 1243880377,https://www.thispersondoesnotexist.com/
X6kFV9FcKgY,BadСomedian перевернул игру Басты // ИТМО обрушился,1170918,"Samsung Electronics CO., Ltd",http://bit.ly/2tqPuHi
-bL6KT41N38,Рекорд Игры в Кальмара // ДТП Ксении Собчак // Конец Мужского Государства// Поклонская в изгнании,1167198,usachev.shop,https://usachev.shop/
ooq-7OM-8UI,Россиянин в плену у Китая // Почему закрыта Турция? // Лелуш на Produce Camp 2021,1163653,Vimbox Limited,https://go.skyeng.ru/research_usachev
ooq-7OM-8UI,Россиянин в плену у Китая // Почему закрыта Турция? // Лелуш на Produce Camp 2021,1163653,klikklak.shop,https://vk.cc/9x8cxQ
N_MAdYRKJkA,ЕВРОВИДЕНИЕ БЕЗ LITTLE BIG // Манижа - Русская Женщина // Роскомнадзор сломал интернет,1160276,productlive.io,https://clc.am/6PaUww
N_MAdYRKJkA,ЕВРОВИДЕНИЕ БЕЗ LITTLE BIG // Манижа - Русская Женщина // Роскомнадзор сломал интернет,1160276,klikklak.shop,https://vk.cc/9x8cxQ
86qSYnyQqNo,ЕВРОВИДЕНИЕ 2019 – ФИНАЛ // Сергей Лазарев // Храм на Драме,1157140,klikklak.shop,https://vk.cc/9pbVQZ
Ma-pnzquZm8,АЛТАЙ // Как сбежать от 2020 года в горный глэмпинг,1156561,usachev.shop,http://usachev.shop/
Ma-pnzquZm8,АЛТАЙ // Как сбежать от 2020 года в горный глэмпинг,1156561,Go Travel Un Limited (Hong Kong),https://www.aviasales.ru/poravalit
GSxhvl4UbIA,План Лукашенко // Отравление Навального // Новый Бэтмен и другие анонсы DC // Круиз Мустай Карим,1153557,"Skilfektori, LLC",https://clc.to/eSFaEA
GSxhvl4UbIA,План Лукашенко // Отравление Навального // Новый Бэтмен и другие анонсы DC // Круиз Мустай Карим,1153557,klikklak.shop,https://vk.cc/9x8cxQ
YBtU79dZU1I,Еда только для привитых // Стыднейший тиктокер // Музыка в Instagram // Презентация Windows 11,1152365,usachev.shop,https://usachev.shop/
YBtU79dZU1I,Еда только для привитых // Стыднейший тиктокер // Музыка в Instagram // Презентация Windows 11,1152365,"OOO ""MVM""",https://bit.ly/3d7lCH9
vwNFOXaFqBU,МУСОРНАЯ СТОЛИЦА ЕВРОПЫ [Пора валить Неаполь],1150214,viasales.ru,https://aviasales.ru
vwNFOXaFqBU,МУСОРНАЯ СТОЛИЦА ЕВРОПЫ [Пора валить Неаполь],1150214,usachev.shop,https://usachev.shop/
Qy5EBo1viUc,"Вредное Кино - Колобанга. Привет, Интернет!",1148184,klikklak.shop,https://vk.cc/9x8cxQ
TIt6vR9pif4,Поймать Пикачу в Pokemon Go и подкуп Pewdiepie,1137357,"Domains By Proxy, LLC",https://goo.gl/OnTLRn
TIt6vR9pif4,Поймать Пикачу в Pokemon Go и подкуп Pewdiepie,1137357,ANO Hero Race,http://heroleague.ru/
WUIDWuGAdT0,Байден против Путина // Европа прекращает вакцинацию // Блокировка соцсетей в России,1133191,Rarible,https://vk.cc/bZPAio
WUIDWuGAdT0,Байден против Путина // Европа прекращает вакцинацию // Блокировка соцсетей в России,1133191,JOINT-STOCK COMPANY ALFA-BANK,https://alfa.me/rus-we
WUIDWuGAdT0,Байден против Путина // Европа прекращает вакцинацию // Блокировка соцсетей в России,1133191,klikklak.shop,https://vk.cc/9x8cxQ
